Date,Open,High,Low,Close,Volume,Market Cap
"Sep 22, 2017",0.296935,0.332274,0.243573,0.26514,"2,523,480","21,566,300"
"Sep 21, 2017",0.412505,0.423053,0.283809,0.298034,"3,975,980","29,956,300"
"Sep 20, 2017",0.4543,0.48664,0.408668,0.422838,"4,238,230","32,988,900"
"Sep 19, 2017",0.532363,0.566304,0.458093,0.463208,"6,029,540","38,653,700"
"Sep 18, 2017",0.577105,0.623785,0.499875,0.5317,"7,789,040","41,894,600"
"Sep 17, 2017",0.688554,0.693528,0.555919,0.570336,"8,498,000","49,980,000"
"Sep 16, 2017",0.567165,0.744955,0.563819,0.691222,"12,469,300","41,163,800"
"Sep 15, 2017",0.495955,0.586699,0.304213,0.564749,"8,309,540","35,990,400"
"Sep 14, 2017",0.648228,0.691208,0.498958,0.498958,"5,240,900","47,033,600"
"Sep 13, 2017",0.768255,0.776293,0.548093,0.643351,"10,699,100","55,735,300"
"Sep 12, 2017",0.709381,0.86959,0.65099,0.767355,"32,782,800","51,458,100"
"Sep 11, 2017",0.380149,0.711544,0.380004,0.711544,"17,421,200","27,571,900"
"Sep 10, 2017",0.409133,0.43526,0.346101,0.378631,"4,457,290","29,671,000"
"Sep 09, 2017",0.292157,0.455101,0.269087,0.412546,"19,880,400","21,185,400"
"Sep 08, 2017",0.296555,0.316262,0.226693,0.290544,"3,169,450","21,502,200"
"Sep 07, 2017",0.300027,0.318345,0.2636,0.291309,"3,070,140","21,751,900"
"Sep 06, 2017",0.334035,0.340674,0.271509,0.299081,"6,689,790","24,214,200"
"Sep 05, 2017",0.165758,0.34976,0.162751,0.333703,"22,931,800","12,013,900"
"Sep 04, 2017",0.106238,0.174934,0.087591,0.162617,"4,437,360","7,699,220"
"Sep 03, 2017",0.107153,0.113715,0.096154,0.10615,"115,679","7,764,860"
"Sep 02, 2017",0.123137,0.126115,0.099659,0.107076,"191,709","8,922,390"
"Sep 01, 2017",0.150578,0.152799,0.116296,0.123846,"1,037,180","10,909,800"
"Aug 31, 2017",0.088862,0.146728,0.08885,0.146728,"1,372,810","6,437,500"
"Aug 30, 2017",0.088082,0.108263,0.087827,0.089044,"214,855","6,380,390"
"Aug 29, 2017",0.090588,0.093264,0.08407,0.088224,"78,770","6,561,350"
"Aug 28, 2017",0.091382,0.091837,0.083314,0.089756,"90,341","6,618,270"
"Aug 27, 2017",0.092423,0.095495,0.087292,0.09235,"108,058","6,693,050"
"Aug 26, 2017",0.084953,0.105906,0.081931,0.092443,"295,557","6,151,560"
"Aug 25, 2017",0.085071,0.09029,0.081983,0.085816,"78,352","6,159,620"
"Aug 24, 2017",0.082888,0.088431,0.079961,0.085501,"91,340","6,001,000"
"Aug 23, 2017",0.084634,0.088044,0.078784,0.084367,"72,197","6,126,860"
"Aug 22, 2017",0.092759,0.093584,0.080443,0.084872,"101,600","6,714,420"
"Aug 21, 2017",0.086782,0.103836,0.084729,0.09345,"220,512","6,281,010"
"Aug 20, 2017",0.086125,0.101499,0.077306,0.087083,"160,323","6,232,730"
"Aug 19, 2017",0.102211,0.102767,0.073243,0.086115,"230,379","7,396,050"
"Aug 18, 2017",0.072504,0.157771,0.071118,0.098536,"2,076,870","5,245,970"
